flight_id,airline,origin_airport,dest_airport,flight_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,delay_cause
MQ021_AEX_20206,Envoy Air,AEX,XXX,2020-06-15,2020-06-15T11:25:00,2020-06-15T11:33:00,2020-06-15T13:25:00,2020-06-15T13:34:00,8,9,NAS
MQ022_AEX_20206,Envoy Air,AEX,XXX,2020-06-08,2020-06-08T00:42:00,2020-06-08T00:42:00,2020-06-08T02:42:00,2020-06-08T02:42:00,-1,-4,NAS
MQ023_AEX_20206,Envoy Air,AEX,XXX,2020-06-07,2020-06-07T16:18:00,2020-06-07T16:25:00,2020-06-07T18:18:00,2020-06-07T18:27:00,7,9,NAS
MQ024_AEX_20206,Envoy Air,AEX,XXX,2020-06-25,2020-06-25T11:15:00,2020-06-25T11:30:00,2020-06-25T13:15:00,2020-06-25T13:30:00,15,15,LATE_AIRCRAFT
MQ025_AEX_20206,Envoy Air,AEX,XXX,2020-06-14,2020-06-14T21:48:00,2020-06-14T21:58:00,2020-06-14T23:48:00,2020-06-14T23:58:00,10,10,LATE_AIRCRAFT
MQ026_AEX_20206,Envoy Air,AEX,XXX,2020-06-24,2020-06-24T13:42:00,2020-06-24T13:42:00,2020-06-24T15:42:00,2020-06-24T15:42:00,-2,0,NAS
MQ027_AEX_20206,Envoy Air,AEX,XXX,2020-06-23,2020-06-23T00:43:00,2020-06-23T00:05:00,2020-06-23T02:43:00,2020-06-23T02:04:00,22,21,CARRIER
MQ028_AEX_20206,Envoy Air,AEX,XXX,2020-06-15,2020-06-15T05:23:00,2020-06-15T05:23:00,2020-06-15T07:23:00,2020-06-15T07:23:00,0,-1,NAS
MQ029_AEX_20206,Envoy Air,AEX,XXX,2020-06-14,2020-06-14T08:15:00,2020-06-14T08:19:00,2020-06-14T10:15:00,2020-06-14T10:19:00,4,4,NAS
F9000_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-02,2021-06-02T17:23:00,2021-06-02T17:33:00,2021-06-02T19:23:00,2021-06-02T19:29:00,10,6,LATE_AIRCRAFT
F9001_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-17,2021-06-17T18:53:00,2021-06-17T18:27:00,2021-06-17T20:53:00,2021-06-17T20:25:00,34,32,WEATHER
F9002_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-05,2021-06-05T10:37:00,2021-06-05T10:48:00,2021-06-05T12:37:00,2021-06-05T12:46:00,11,9,LATE_AIRCRAFT
F9003_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-11,2021-06-11T05:43:00,2021-06-11T05:35:00,2021-06-11T07:43:00,2021-06-11T07:25:00,52,42,NAS
F9004_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-14,2021-06-14T15:08:00,2021-06-14T15:08:00,2021-06-14T17:08:00,2021-06-14T17:08:00,-1,-1,CARRIER
F9005_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-23,2021-06-23T03:25:00,2021-06-23T03:25:00,2021-06-23T05:25:00,2021-06-23T05:25:00,-12,-15,LATE_AIRCRAFT
F9006_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-07,2021-06-07T18:19:00,2021-06-07T18:24:00,2021-06-07T20:19:00,2021-06-07T20:32:00,5,13,CARRIER
F9007_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-07,2021-06-07T17:32:00,2021-06-07T17:58:00,2021-06-07T19:32:00,2021-06-07T19:47:00,26,15,LATE_AIRCRAFT
F9008_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-10,2021-06-10T00:22:00,2021-06-10T00:50:00,2021-06-10T02:22:00,2021-06-10T02:44:00,28,22,NAS
F9009_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-23,2021-06-23T12:21:00,2021-06-23T12:24:00,2021-06-23T14:21:00,2021-06-23T14:29:00,3,8,WEATHER
F9010_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-23,2021-06-23T17:11:00,2021-06-23T17:22:00,2021-06-23T19:11:00,2021-06-23T19:20:00,11,9,NAS
F9011_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-05,2021-06-05T15:30:00,2021-06-05T15:40:00,2021-06-05T17:30:00,2021-06-05T17:38:00,10,8,NAS
F9012_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-15,2021-06-15T16:50:00,2021-06-15T16:16:00,2021-06-15T18:50:00,2021-06-15T18:16:00,26,26,LATE_AIRCRAFT
F9013_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-05,2021-06-05T16:44:00,2021-06-05T16:54:00,2021-06-05T18:44:00,2021-06-05T18:50:00,10,6,LATE_AIRCRAFT
F9014_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-06,2021-06-06T15:01:00,2021-06-06T15:22:00,2021-06-06T17:01:00,2021-06-06T17:22:00,21,21,LATE_AIRCRAFT
F9015_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-27,2021-06-27T07:58:00,2021-06-27T07:27:00,2021-06-27T09:58:00,2021-06-27T09:27:00,29,29,LATE_AIRCRAFT
F9016_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-13,2021-06-13T07:14:00,2021-06-13T07:14:00,2021-06-13T09:14:00,2021-06-13T09:14:00,-4,0,NAS
F9017_STT_20216,Frontier Airlines Inc.,STT,XXX,2021-06-19,2021-06-19T22:18:00,2021-06-19T22:28:00,2021-06-19T00:18:00,2021-06-19T00:23:00,10,5,WEATHER
9E000_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-25,2023-04-25T19:48:00,2023-04-25T19:50:00,2023-04-25T21:48:00,2023-04-25T21:57:00,2,9,WEATHER
9E001_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-09,2023-04-09T10:58:00,2023-04-09T10:04:00,2023-04-09T12:58:00,2023-04-09T12:03:00,6,5,LATE_AIRCRAFT
9E002_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-23,2023-04-23T20:53:00,2023-04-23T20:55:00,2023-04-23T22:53:00,2023-04-23T22:57:00,2,4,LATE_AIRCRAFT
9E003_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-10,2023-04-10T01:58:00,2023-04-10T01:26:00,2023-04-10T03:58:00,2023-04-10T03:25:00,28,27,CARRIER
9E004_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-07,2023-04-07T06:39:00,2023-04-07T06:39:00,2023-04-07T08:39:00,2023-04-07T08:39:00,-8,-3,WEATHER
9E005_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-24,2023-04-24T05:20:00,2023-04-24T05:27:00,2023-04-24T07:20:00,2023-04-24T07:27:00,7,7,LATE_AIRCRAFT
9E006_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-06,2023-04-06T07:21:00,2023-04-06T07:21:00,2023-04-06T09:21:00,2023-04-06T09:21:00,-5,-8,WEATHER
9E007_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-20,2023-04-20T14:14:00,2023-04-20T14:16:00,2023-04-20T16:14:00,2023-04-20T16:14:00,2,-3,WEATHER
9E008_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-27,2023-04-27T12:45:00,2023-04-27T12:58:00,2023-04-27T14:45:00,2023-04-27T14:57:00,13,12,CARRIER
9E009_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-21,2023-04-21T09:05:00,2023-04-21T09:10:00,2023-04-21T11:05:00,2023-04-21T11:05:00,5,-5,CARRIER
9E010_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-24,2023-04-24T14:35:00,2023-04-24T14:45:00,2023-04-24T16:35:00,2023-04-24T16:45:00,10,10,WEATHER
9E011_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-09,2023-04-09T15:44:00,2023-04-09T15:49:00,2023-04-09T17:44:00,2023-04-09T17:47:00,5,3,LATE_AIRCRAFT
9E012_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-18,2023-04-18T06:07:00,2023-04-18T06:07:00,2023-04-18T08:07:00,2023-04-18T08:07:00,-14,-8,LATE_AIRCRAFT
9E013_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-04,2023-04-04T16:42:00,2023-04-04T16:01:00,2023-04-04T18:42:00,2023-04-04T18:00:00,19,18,LATE_AIRCRAFT
9E014_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-13,2023-04-13T21:41:00,2023-04-13T21:05:00,2023-04-13T23:41:00,2023-04-13T23:54:00,24,13,CARRIER
9E015_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-01,2023-04-01T09:20:00,2023-04-01T09:26:00,2023-04-01T11:20:00,2023-04-01T11:29:00,6,9,CARRIER
9E016_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-09,2023-04-09T13:54:00,2023-04-09T13:00:00,2023-04-09T15:54:00,2023-04-09T15:58:00,6,4,LATE_AIRCRAFT
9E017_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-08,2023-04-08T05:06:00,2023-04-08T05:20:00,2023-04-08T07:06:00,2023-04-08T07:24:00,14,18,CARRIER
9E018_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-26,2023-04-26T15:47:00,2023-04-26T15:07:00,2023-04-26T17:47:00,2023-04-26T17:02:00,20,15,CARRIER
9E019_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-09,2023-04-09T00:31:00,2023-04-09T00:43:00,2023-04-09T02:31:00,2023-04-09T02:43:00,12,12,WEATHER
9E020_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-08,2023-04-08T03:34:00,2023-04-08T03:43:00,2023-04-08T05:34:00,2023-04-08T05:43:00,9,9,LATE_AIRCRAFT
9E021_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-25,2023-04-25T12:09:00,2023-04-25T12:20:00,2023-04-25T14:09:00,2023-04-25T14:23:00,11,14,CARRIER
9E022_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-09,2023-04-09T04:12:00,2023-04-09T04:33:00,2023-04-09T06:12:00,2023-04-09T06:26:00,21,14,LATE_AIRCRAFT
9E023_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-15,2023-04-15T05:47:00,2023-04-15T05:58:00,2023-04-15T07:47:00,2023-04-15T07:54:00,11,7,LATE_AIRCRAFT
9E024_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-15,2023-04-15T13:15:00,2023-04-15T13:43:00,2023-04-15T15:15:00,2023-04-15T15:33:00,28,18,LATE_AIRCRAFT
9E025_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-25,2023-04-25T14:57:00,2023-04-25T14:30:00,2023-04-25T16:57:00,2023-04-25T16:17:00,33,20,LATE_AIRCRAFT
9E026_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-27,2023-04-27T11:22:00,2023-04-27T11:43:00,2023-04-27T13:22:00,2023-04-27T13:41:00,21,19,CARRIER
9E027_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-11,2023-04-11T04:23:00,2023-04-11T04:30:00,2023-04-11T06:23:00,2023-04-11T06:32:00,7,9,WEATHER
9E028_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-05,2023-04-05T13:04:00,2023-04-05T13:04:00,2023-04-05T15:04:00,2023-04-05T15:04:00,-4,-4,LATE_AIRCRAFT
9E029_MQT_20234,Endeavor Air Inc.,MQT,XXX,2023-04-01,2023-04-01T19:22:00,2023-04-01T19:22:00,2023-04-01T21:22:00,2023-04-01T21:22:00,0,0,LATE_AIRCRAFT
AA000_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-02,2021-03-02T10:50:00,2021-03-02T10:06:00,2021-03-02T12:50:00,2021-03-02T12:02:00,16,12,CARRIER
AA001_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-20,2021-03-20T11:46:00,2021-03-20T11:46:00,2021-03-20T13:46:00,2021-03-20T13:46:00,-3,-2,CARRIER
AA002_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-04,2021-03-04T02:48:00,2021-03-04T02:06:00,2021-03-04T04:48:00,2021-03-04T04:05:00,18,17,LATE_AIRCRAFT
AA003_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-19,2021-03-19T09:06:00,2021-03-19T09:06:00,2021-03-19T11:06:00,2021-03-19T11:07:00,0,1,NAS
AA004_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-15,2021-03-15T12:38:00,2021-03-15T12:42:00,2021-03-15T14:38:00,2021-03-15T14:42:00,4,4,CARRIER
AA005_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-20,2021-03-20T02:14:00,2021-03-20T02:14:00,2021-03-20T04:14:00,2021-03-20T04:14:00,-3,-3,NAS
AA006_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-12,2021-03-12T10:42:00,2021-03-12T10:42:00,2021-03-12T12:42:00,2021-03-12T12:42:00,-9,-10,LATE_AIRCRAFT
AA007_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-16,2021-03-16T05:20:00,2021-03-16T05:20:00,2021-03-16T07:20:00,2021-03-16T07:20:00,-2,-4,CARRIER
AA008_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-23,2021-03-23T12:29:00,2021-03-23T12:29:00,2021-03-23T14:29:00,2021-03-23T14:29:00,-6,-6,NAS
AA009_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-11,2021-03-11T22:37:00,2021-03-11T22:39:00,2021-03-11T00:37:00,2021-03-11T00:37:00,2,-8,CARRIER
AA010_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-22,2021-03-22T12:15:00,2021-03-22T12:15:00,2021-03-22T14:15:00,2021-03-22T14:16:00,0,1,CARRIER
AA011_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-23,2021-03-23T09:24:00,2021-03-23T09:31:00,2021-03-23T11:24:00,2021-03-23T11:30:00,7,6,CARRIER
AA012_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-05,2021-03-05T20:30:00,2021-03-05T20:32:00,2021-03-05T22:30:00,2021-03-05T22:30:00,2,-7,CARRIER
AA013_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-24,2021-03-24T09:35:00,2021-03-24T09:48:00,2021-03-24T11:35:00,2021-03-24T11:36:00,13,1,NAS
AA014_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-09,2021-03-09T10:04:00,2021-03-09T10:10:00,2021-03-09T12:04:00,2021-03-09T12:10:00,6,6,LATE_AIRCRAFT
AA015_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-21,2021-03-21T08:21:00,2021-03-21T08:29:00,2021-03-21T10:21:00,2021-03-21T10:25:00,8,4,CARRIER
AA016_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-06,2021-03-06T16:29:00,2021-03-06T16:49:00,2021-03-06T18:29:00,2021-03-06T18:47:00,20,18,CARRIER
AA017_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-09,2021-03-09T01:31:00,2021-03-09T01:35:00,2021-03-09T03:31:00,2021-03-09T03:35:00,4,4,CARRIER
AA018_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-14,2021-03-14T01:55:00,2021-03-14T01:22:00,2021-03-14T03:55:00,2021-03-14T03:23:00,27,28,NAS
AA019_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-21,2021-03-21T07:36:00,2021-03-21T07:36:00,2021-03-21T09:36:00,2021-03-21T09:36:00,-15,-11,LATE_AIRCRAFT
AA020_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-16,2021-03-16T04:10:00,2021-03-16T04:19:00,2021-03-16T06:10:00,2021-03-16T06:15:00,9,5,LATE_AIRCRAFT
AA021_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-03,2021-03-03T02:20:00,2021-03-03T02:39:00,2021-03-03T04:20:00,2021-03-03T04:35:00,19,15,LATE_AIRCRAFT
AA022_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-08,2021-03-08T10:47:00,2021-03-08T10:04:00,2021-03-08T12:47:00,2021-03-08T12:04:00,17,17,LATE_AIRCRAFT
AA023_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-09,2021-03-09T03:28:00,2021-03-09T03:38:00,2021-03-09T05:28:00,2021-03-09T05:39:00,10,11,LATE_AIRCRAFT
AA024_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-21,2021-03-21T05:12:00,2021-03-21T05:24:00,2021-03-21T07:12:00,2021-03-21T07:24:00,12,12,CARRIER
AA025_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-09,2021-03-09T12:25:00,2021-03-09T12:40:00,2021-03-09T14:25:00,2021-03-09T14:31:00,15,6,CARRIER
AA026_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-27,2021-03-27T16:39:00,2021-03-27T16:50:00,2021-03-27T18:39:00,2021-03-27T18:52:00,11,13,NAS
AA027_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-23,2021-03-23T21:18:00,2021-03-23T21:18:00,2021-03-23T23:18:00,2021-03-23T23:18:00,-2,-2,LATE_AIRCRAFT
AA028_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-17,2021-03-17T07:58:00,2021-03-17T07:17:00,2021-03-17T09:58:00,2021-03-17T09:09:00,19,11,NAS
AA029_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-10,2021-03-10T11:34:00,2021-03-10T11:34:00,2021-03-10T13:34:00,2021-03-10T13:34:00,-4,-4,CARRIER
AA030_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-14,2021-03-14T18:40:00,2021-03-14T18:58:00,2021-03-14T20:40:00,2021-03-14T20:55:00,18,15,CARRIER
AA031_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-01,2021-03-01T05:37:00,2021-03-01T05:37:00,2021-03-01T07:37:00,2021-03-01T07:37:00,-9,-7,NAS
AA032_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-06,2021-03-06T10:17:00,2021-03-06T10:29:00,2021-03-06T12:17:00,2021-03-06T12:18:00,12,1,CARRIER
AA033_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-11,2021-03-11T17:45:00,2021-03-11T17:58:00,2021-03-11T19:45:00,2021-03-11T19:57:00,13,12,CARRIER
AA034_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-13,2021-03-13T04:25:00,2021-03-13T04:41:00,2021-03-13T06:25:00,2021-03-13T06:41:00,16,16,NAS
AA035_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-16,2021-03-16T12:37:00,2021-03-16T12:53:00,2021-03-16T14:37:00,2021-03-16T14:57:00,16,20,CARRIER
AA036_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-10,2021-03-10T09:27:00,2021-03-10T09:29:00,2021-03-10T11:27:00,2021-03-10T11:27:00,2,0,CARRIER
AA037_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-06,2021-03-06T02:20:00,2021-03-06T02:20:00,2021-03-06T04:20:00,2021-03-06T04:20:00,-8,-8,LATE_AIRCRAFT
AA038_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-26,2021-03-26T15:24:00,2021-03-26T15:24:00,2021-03-26T17:24:00,2021-03-26T17:24:00,-10,-12,LATE_AIRCRAFT
AA039_MCO_20213,American Airlines Inc.,MCO,XXX,2021-03-27,2021-03-27T12:28:00,2021-03-27T12:44:00,2021-03-27T14:28:00,2021-03-27T14:45:00,16,17,LATE_AIRCRAFT
OH000_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-19,2020-05-19T12:40:00,2020-05-19T12:54:00,2020-05-19T14:40:00,2020-05-19T14:45:00,14,5,OTHER
OH001_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-07,2020-05-07T09:28:00,2020-05-07T09:28:00,2020-05-07T11:28:00,2020-05-07T11:28:00,-15,-15,OTHER
OH002_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-19,2020-05-19T18:17:00,2020-05-19T18:31:00,2020-05-19T20:17:00,2020-05-19T20:28:00,14,11,OTHER
OH003_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-22,2020-05-22T17:07:00,2020-05-22T17:07:00,2020-05-22T19:07:00,2020-05-22T19:07:00,-6,-9,OTHER
OH004_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-25,2020-05-25T10:03:00,2020-05-25T10:08:00,2020-05-25T12:03:00,2020-05-25T12:03:00,5,-2,OTHER
OH005_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-24,2020-05-24T21:50:00,2020-05-24T21:50:00,2020-05-24T23:50:00,2020-05-24T23:50:00,-14,-12,OTHER
OH006_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-22,2020-05-22T04:10:00,2020-05-22T04:17:00,2020-05-22T06:10:00,2020-05-22T06:17:00,7,7,OTHER
OH007_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-11,2020-05-11T18:07:00,2020-05-11T18:07:00,2020-05-11T20:07:00,2020-05-11T20:07:00,-15,-11,OTHER
OH008_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-17,2020-05-17T06:33:00,2020-05-17T06:45:00,2020-05-17T08:33:00,2020-05-17T08:35:00,12,2,OTHER
OH009_CMH_20205,PSA Airlines Inc.,CMH,XXX,2020-05-01,2020-05-01T10:31:00,2020-05-01T10:35:00,2020-05-01T12:31:00,2020-05-01T12:32:00,4,1,OTHER
F9000_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-21,2020-03-21T18:38:00,2020-03-21T18:45:00,2020-03-21T20:38:00,2020-03-21T20:47:00,7,9,NAS
F9001_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-01,2020-03-01T07:21:00,2020-03-01T07:22:00,2020-03-01T09:21:00,2020-03-01T09:32:00,1,11,CARRIER
F9002_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-21,2020-03-21T05:00:00,2020-03-21T05:09:00,2020-03-21T07:00:00,2020-03-21T07:09:00,9,9,CARRIER
F9003_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-03,2020-03-03T01:04:00,2020-03-03T01:26:00,2020-03-03T03:04:00,2020-03-03T03:23:00,22,19,LATE_AIRCRAFT
F9004_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-12,2020-03-12T16:05:00,2020-03-12T16:07:00,2020-03-12T18:05:00,2020-03-12T18:12:00,2,7,CARRIER
F9005_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-05,2020-03-05T12:06:00,2020-03-05T12:12:00,2020-03-05T14:06:00,2020-03-05T14:12:00,6,6,NAS
F9006_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-14,2020-03-14T05:51:00,2020-03-14T05:01:00,2020-03-14T07:51:00,2020-03-14T07:01:00,10,10,CARRIER
F9007_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-15,2020-03-15T15:36:00,2020-03-15T15:38:00,2020-03-15T17:36:00,2020-03-15T17:40:00,2,4,NAS
F9008_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-22,2020-03-22T06:13:00,2020-03-22T06:29:00,2020-03-22T08:13:00,2020-03-22T08:26:00,16,13,NAS
F9009_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-09,2020-03-09T20:22:00,2020-03-09T20:22:00,2020-03-09T22:22:00,2020-03-09T22:22:00,-3,-5,NAS
F9010_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-15,2020-03-15T16:51:00,2020-03-15T16:53:00,2020-03-15T18:51:00,2020-03-15T18:58:00,2,7,NAS
F9011_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-04,2020-03-04T04:22:00,2020-03-04T04:40:00,2020-03-04T06:22:00,2020-03-04T06:39:00,18,17,NAS
F9012_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-22,2020-03-22T20:15:00,2020-03-22T20:22:00,2020-03-22T22:15:00,2020-03-22T22:21:00,7,6,NAS
F9013_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-13,2020-03-13T07:01:00,2020-03-13T07:05:00,2020-03-13T09:01:00,2020-03-13T09:02:00,4,1,NAS
F9014_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-24,2020-03-24T09:43:00,2020-03-24T09:43:00,2020-03-24T11:43:00,2020-03-24T11:43:00,-7,-7,LATE_AIRCRAFT
F9015_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-23,2020-03-23T14:12:00,2020-03-23T14:12:00,2020-03-23T16:12:00,2020-03-23T16:12:00,-9,-6,CARRIER
F9016_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-06,2020-03-06T05:34:00,2020-03-06T05:34:00,2020-03-06T07:34:00,2020-03-06T07:40:00,-4,6,LATE_AIRCRAFT
F9017_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-22,2020-03-22T09:57:00,2020-03-22T09:58:00,2020-03-22T11:57:00,2020-03-22T11:58:00,1,1,NAS
F9018_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-20,2020-03-20T00:53:00,2020-03-20T00:25:00,2020-03-20T02:53:00,2020-03-20T02:15:00,32,22,NAS
F9019_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-04,2020-03-04T04:00:00,2020-03-04T04:03:00,2020-03-04T06:00:00,2020-03-04T06:06:00,3,6,LATE_AIRCRAFT
F9020_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-12,2020-03-12T05:26:00,2020-03-12T05:39:00,2020-03-12T07:26:00,2020-03-12T07:32:00,13,6,CARRIER
F9021_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-07,2020-03-07T19:53:00,2020-03-07T19:53:00,2020-03-07T21:53:00,2020-03-07T21:53:00,-5,-8,LATE_AIRCRAFT
F9022_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-16,2020-03-16T00:16:00,2020-03-16T00:23:00,2020-03-16T02:16:00,2020-03-16T02:28:00,7,12,LATE_AIRCRAFT
F9023_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-27,2020-03-27T06:33:00,2020-03-27T06:49:00,2020-03-27T08:33:00,2020-03-27T08:52:00,16,19,LATE_AIRCRAFT
F9024_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-12,2020-03-12T18:06:00,2020-03-12T18:08:00,2020-03-12T20:06:00,2020-03-12T20:06:00,2,-4,LATE_AIRCRAFT
F9025_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-25,2020-03-25T20:32:00,2020-03-25T20:34:00,2020-03-25T22:32:00,2020-03-25T22:32:00,2,0,NAS
F9026_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-17,2020-03-17T08:58:00,2020-03-17T08:02:00,2020-03-17T10:58:00,2020-03-17T10:04:00,4,6,LATE_AIRCRAFT
F9027_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-20,2020-03-20T13:10:00,2020-03-20T13:27:00,2020-03-20T15:10:00,2020-03-20T15:25:00,17,15,LATE_AIRCRAFT
F9028_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-15,2020-03-15T07:02:00,2020-03-15T07:06:00,2020-03-15T09:02:00,2020-03-15T09:09:00,4,7,NAS
F9029_EWR_20203,Frontier Airlines Inc.,EWR,XXX,2020-03-23,2020-03-23T08:45:00,2020-03-23T08:53:00,2020-03-23T10:45:00,2020-03-23T10:53:00,8,8,NAS
