"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","MonthlyAverageWindSpeed","CoolingDegreeDaysSeasonToDate","MonthlyCoolingDegreeDays","MonthlyNumberDaysWithSnowfall","HeatingDegreeDaysSeasonToDate","MonthlyHeatingDegreeDays","MonthlyNumberDaysWithThunderstorms","MonthlyNumberDaysWithHeavyFog","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"AAI0000TNCA","2023-02-22T17:00:00","","","","","FM-15","223","1017.0","21.0","30.0","","","","","59.0","FEW:02 7.92","","","9.999","","90.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 221700Z 09017KT 9999 FEW026 30/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-22T18:00:00","","","","","FM-15","223","1016.0","21.0","29.0","","","-2.1","8","62.0","SCT:04 7.92","1016.5","1016.1","9.999","23.6","80.0","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 221800Z 08019KT 9999 SCT026 29/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-22T19:00:00","","","","","FM-15","223","1016.0","22.0","29.0","","","","","66.0","SCT:04 7.62","","","9.999","","VRB","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 221900Z 07017KT 040V100 9999 SCT025 29/22 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-22T20:00:00","","","","","FM-15","223","1015.0","22.0","28.0","","","","","70.0","FEW:02 7.01","","","9.999","","70.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 222000Z 07018KT 9999 FEW023 28/22 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-22T21:00:00","","","","","FM-15","223","1015.0","21.0","28.0","","","-1.6","6","66.0","SCT:04 6.4","1015.1","1014.7","9.999","23.8","70.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 222100Z 07018KT 9999 SCT021 28/21 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-22T22:00:00","","","","","FM-15","223","1015.0","22.0","27.0","","","","","74.0","SCT:04 6.1","","","9.999","","80.0","","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 222200Z 08019KT 9999 SCT020 27/22 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-22T23:00:00","","","","","FM-15","223","1015.0","22.0","27.0","","","","","74.0","BKN:07 6.1","","","9.999","","70.0","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 222300Z 07016KT 9999 BKN020 27/22 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T00:00:00","","","","","FM-15","223","1016.0","21.0","27.0","","","1.0","3","70.0","FEW:02 5.79","1016.2","1015.8","9.999","22.8","80.0","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230000Z 08016KT 9999 FEW019 27/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T01:00:00","","","","","FM-15","223","1016.0","21.0","26.0","","","","","74.0","FEW:02 5.79","","","9.999","","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230100Z 08015KT 9999 FEW019 26/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T02:00:00","","","","","FM-15","223","1017.0","21.0","26.0","","","","","74.0","FEW:02 5.49","","","9.999","","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230200Z 08015KT 9999 FEW018 26/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T03:00:00","","","","","FM-15","223","1017.0","21.0","26.0","","","20.0","1","74.0","FEW:02 5.49","1017.9","1017.4","9.999","22.6","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230300Z 08015KT 9999 FEW018 26/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T04:00:00","","","","","FM-15","223","1017.0","21.0","26.0","","","","","74.0","FEW:02 5.49","","","9.999","","100.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230400Z 10014KT 9999 FEW018 26/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T05:00:00","","","","","FM-15","223","1017.0","20.0","26.0","","","","","70.0","FEW:02 5.49","","","9.999","","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230500Z 08015KT 9999 FEW018 26/20 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T06:00:00","","","","","FM-15","223","1017.0","20.0","26.0","","","-1.1","8","70.0","FEW:02 5.49","1016.7","1016.2","9.999","22.2","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230600Z 08015KT 9999 FEW018 26/20 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T07:00:00","","","","","FM-15","223","1016.0","21.0","26.0","","","","","74.0","FEW:02 5.49","","","9.999","","90.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230700Z 09015KT 9999 FEW018 26/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T08:00:00","","","","","FM-15","223","1016.0","20.0","25.0","","","","","74.0","FEW:02 5.49","","","9.999","","100.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230800Z 10014KT 9999 FEW018 25/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T09:00:00","","","","","FM-15","223","1016.0","20.0","25.0","","","-0.6","5","74.0","FEW:02 5.49","1016.2","1015.7","9.999","22.1","100.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 230900Z 10012KT 9999 FEW018 25/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T10:00:00","","","","","FM-15","223","1016.0","20.0","25.0","","","","","74.0","FEW:02 5.49","","","9.999","","90.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231000Z 09011KT 9999 FEW018 25/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T11:00:00","","","","","FM-15","223","1017.0","20.0","25.0","","","","","74.0","FEW:02 5.49","","","9.999","","90.0","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231100Z 09011KT 9999 FEW018 25/20 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T12:00:00","","","","","FM-15","223","1017.0","20.0","26.0","","||16","1.6","3","70.0","SCT:04 5.18 BKN:07 9.14","1017.9","1017.4","9.999","21.9","100.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET069METAR TNCA 231200Z 10012KT 9999 VCSH SCT017 BKN030 26/20 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T13:00:00","","","","","FM-15","223","1018.0","20.0","26.0","","","","","70.0","SCT:04 5.79","","","9.999","","100.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231300Z 10017KT 9999 SCT019 26/20 Q1018 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T14:00:00","","","","","FM-15","223","1019.0","20.0","28.0","","","","","62.0","FEW:02 6.1","","","9.999","","110.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231400Z 11015KT 9999 FEW020 28/20 Q1019 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T15:00:00","","","","","FM-15","223","1019.0","19.0","28.0","","","1.6","1","58.0","FEW:02 7.01","1019.4","1019.0","9.999","22.6","90.0","14.4","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET060METAR TNCA 231500Z 09018G28KT 9999 FEW023 28/19 Q1019 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T16:00:00","","","","","FM-15","223","1019.0","20.0","29.0","","","","","58.0","BKN:07 7.62","","","9.999","","100.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231600Z 10015KT 9999 BKN025 29/20 Q1019 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T17:00:00","","","","","FM-15","223","1018.0","18.0","29.0","","","","","51.0","BKN:07 6.1","","","9.999","","110.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231700Z 11015KT 9999 BKN020 29/18 Q1018 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T18:00:00","","","","","FM-15","223","1017.0","20.0","28.0","","","","","62.0","SCT:04 6.71","","","9.999","","100.0","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 231800Z 10016KT 9999 SCT022 28/20 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T19:00:00","","","","","FM-15","223","1016.0","21.0","28.0","","","","","66.0","SCT:04 6.1 SCT:04 12.19","","","9.999","","90.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET064METAR TNCA 231900Z 09017KT 9999 SCT020 SCT040 28/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T20:00:00","","","","","FM-15","223","1016.0","20.0","29.0","","","","","58.0","FEW:02 6.1","","","9.999","","80.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 232000Z 08018KT 9999 FEW020 29/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T21:00:00","","","","","FM-15","223","1015.0","20.0","28.0","","","-1.4","6","62.0","FEW:02 6.1","1015.8","","9.999","","80.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 232100Z 08018KT 9999 FEW020 28/20 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T22:00:00","","","","","FM-15","223","1016.0","21.0","28.0","","","","","66.0","FEW:02 6.1","","","9.999","","80.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 232200Z 08018KT 9999 FEW020 28/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-23T23:00:00","","","","","FM-15","223","1016.0","20.0","27.0","","","","","66.0","FEW:02 5.79 SCT:04 12.19","","","9.999","","80.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET064METAR TNCA 232300Z 08017KT 9999 FEW019 SCT040 27/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T00:00:00","","","","","FM-15","223","1016.0","21.0","26.0","","","","","74.0","FEW:02 5.79","","","9.999","","90.0","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 240000Z 09016KT 9999 FEW019 26/21 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T04:00:00","","","","","FM-15","223","1017.0","21.0","25.0","","","","","79.0","SCT:04 5.18","","","9.999","","70.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 240400Z 07013KT 9999 SCT017 25/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T05:00:00","","","","","FM-15","223","1017.0","21.0","25.0","","","","","79.0","FEW:02 5.18","","","9.999","","80.0","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 240500Z 08010KT 9999 FEW017 25/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T07:00:00","","","","","FM-15","223","1016.0","20.0","25.0","","","","","74.0","FEW:02 5.18","","","9.999","","90.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 240700Z 09012KT 9999 FEW017 25/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T09:00:00","","","","","FM-15","223","1016.0","20.0","25.0","","","","","74.0","FEW:02 5.18","","","9.999","","80.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 240900Z 08012KT 9999 FEW017 25/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T10:00:00","","","","","FM-15","223","1016.0","20.0","25.0","","","","","74.0","FEW:02 5.49","","","9.999","","80.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 241000Z 08013KT 9999 FEW018 25/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T11:00:00","","","","","FM-15","223","1017.0","21.0","25.0","","","","","79.0","SCT:04 5.49","","","9.999","","70.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 241100Z 07012KT 9999 SCT018 25/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T12:00:00","","","","","FM-15","223","1017.0","21.0","26.0","","||16","1.6","3","74.0","FEW:02 5.49 SCT:04 12.19","1017.7","1017.2","9.999","22.2","70.0","","6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET069METAR TNCA 241200Z 07012KT 9999 VCSH FEW018 SCT040 26/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T13:00:00","","","","","FM-15","223","1018.0","19.0","25.0","","","","","69.0","FEW:02 5.49 BKN:07 12.19","","","9.999","","100.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET069METAR TNCA 241300Z 10015KT 9999 FEW018 BKN040 25/19 Q1018 RERA NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T14:00:00","","","","","FM-15","223","1018.0","22.0","27.0","","","","","74.0","FEW:02 5.49 SCT:04 12.19","","","9.999","","70.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET064METAR TNCA 241400Z 07015KT 9999 FEW018 SCT040 27/22 Q1018 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T15:00:00","","","","","FM-15","223","1018.0","21.0","29.0","","||01","1.1","9","62.0","FEW:02 6.1","1018.6","","9.999","","VRB","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 241500Z 07015KT 040V100 9999 FEW020 29/21 Q1018 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T17:00:00","","","","","FM-15","223","1017.0","19.0","29.0","","","","","55.0","FEW:02 7.92","","","9.999","","90.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 241700Z 09018KT 9999 FEW026 29/19 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T18:00:00","","","","","FM-15","223","1016.0","19.0","29.0","","","-1.2","8","55.0","FEW:02 7.92","1016.5","1016.1","9.999","22.8","VRB","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET065METAR TNCA 241800Z 08017KT 050V110 9999 FEW026 29/19 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T19:00:00","","","","","FM-15","223","1015.0","21.0","28.0","","","","","66.0","SCT:04 7.92","","","9.999","","70.0","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 241900Z 07017KT 9999 SCT026 28/21 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T20:00:00","","","","","FM-15","223","1015.0","21.0","28.0","","","","","66.0","FEW:02 7.92","","","9.999","","80.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 242000Z 08018KT 9999 FEW026 28/21 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T21:00:00","","","","","FM-15","223","1015.0","20.0","28.0","","","-1.5","5","62.0","FEW:02 7.62","1015.1","1014.7","9.999","23.1","70.0","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 242100Z 07016KT 9999 FEW025 28/20 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T22:00:00","","","","","FM-15","223","1015.0","20.0","28.0","","","","","62.0","FEW:02 6.1","","","9.999","","70.0","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 242200Z 07018KT 9999 FEW020 28/20 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-24T23:00:00","","","","","FM-15","223","1015.0","20.0","27.0","","","","","66.0","FEW:02 6.1","","","9.999","","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 242300Z 08015KT 9999 FEW020 27/20 Q1015 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-25T00:00:00","","","","","FM-15","223","1016.0","20.0","26.0","","","0.2","3","70.0","FEW:02 6.1","1016.3","1015.9","9.999","22.1","80.0","","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 250000Z 08015KT 9999 FEW020 26/20 Q1016 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-25T01:00:00","","","","","FM-15","223","1017.0","21.0","26.0","","","","","74.0","FEW:02 6.1","","","9.999","","80.0","","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 250100Z 08014KT 9999 FEW020 26/21 Q1017 NOSIG=","","","","","","","","","",""
"AAI0000TNCA","2023-02-25T02:00:00","","","","","FM-15","223","1017.0","21.0","26.0","","","","","74.0","FEW:02 6.1","","","9.999","","70.0","","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET057METAR TNCA 250200Z 07013KT 9999 FEW020 26/21 Q1017 NOSIG=","","","","","","","","","",""
